event_id,origin_time,origin_year,magnitude,magnitude_type,depth_km,latitude,longitude,region_code,num_responses,max_cdi,severe_label,sequence_id,role
us2000b20f,2017-10-06T14:56:41Z,2017,5.6,mww,44.0,37.0959,141.0771,G+030+0140,158,5.6,0,SEQ_us2000ar6z,train
us2000b2fc,2017-10-07T09:26:13Z,2017,5.2,mww,137.9,-1.7015,-77.9133,G-010-0080,12,4.0,0,SEQ_us2000b2fc,train
us2000b3dm,2017-10-10T06:32:21Z,2017,6.3,mww,85.0,-18.5715,-69.7526,G-020-0070,82,5.8,0,SEQ_us2000b3dm,train
us1000aqij,2017-10-11T22:49:44Z,2017,5.1,mww,11.54,39.1647,24.2379,G+030+0020,52,4.1,0,SEQ_us1000aqij,train
us1000aqls,2017-10-12T06:12:38Z,2017,5.0,mww,15.55,36.7443,142.0711,G+030+0140,12,2.7,0,SEQ_us2000ar6z,train
us1000aqwn,2017-10-12T18:59:09Z,2017,5.5,mww,165.65,-30.9939,-65.6186,G-040-0070,17,3.8,0,SEQ_us1000aqwn,train
us1000arzf,2017-10-14T00:20:57Z,2017,5.5,mww,56.0,16.2276,-94.8656,G+010-0100,34,4.1,0,SEQ_us2000ahv0,train
us1000as2n,2017-10-14T08:35:43Z,2017,5.1,mwr,33.43,7.2692,-71.9426,G+000-0080,15,3.1,0,SEQ_us1000as2n,train
us1000avnl,2017-10-22T14:21:01Z,2017,5.4,mww,209.39,14.0002,120.7252,G+010+0120,14,4.3,0,SEQ_us1000avnl,train
us1000aw8q,2017-10-24T10:47:47Z,2017,6.7,mww,553.81,-7.2168,123.0735,G-010+0120,11,2.7,0,SEQ_us1000aw8q,train
us1000ay2z,2017-10-28T17:45:32Z,2017,5.2,mww,101.46,36.1991,70.6618,G+030+0070,66,4.8,0,SEQ_us1000ay2z,development
us1000ayky,2017-10-30T17:12:06Z,2017,5.4,mww,101.08,-10.756,-74.6931,G-020-0080,18,4.3,0,SEQ_us1000ayky,train
us1000azjt,2017-11-01T02:23:57Z,2017,6.6,mww,22.0,-21.6484,168.8585,G-030+0160,11,3.3,0,SEQ_us1000azjt,train
us2000bibm,2017-11-04T09:00:19Z,2017,6.8,mww,10.0,-15.3197,-173.1682,G-020-0180,35,4.6,0,SEQ_us2000bibm,development
us2000biid,2017-11-04T18:12:27Z,2017,5.2,mww,50.0,14.2304,-91.9734,G+010-0100,46,5.8,0,SEQ_us2000biid,train
us2000bivm,2017-11-05T15:00:24Z,2017,5.5,mww,47.22,11.6719,-61.1784,G+010-0070,70,3.3,0,SEQ_us2000bivm,train
us2000bk15,2017-11-07T21:26:38Z,2017,6.5,mww,110.57,-4.2433,143.4846,G-010+0140,18,5.9,0,SEQ_us2000bk15,train
us2000bmcg,2017-11-12T18:18:17Z,2017,7.3,mww,19.0,34.9109,45.9592,G+030+0040,1523,7.9,1,SEQ_us2000bmcg,train
us2000bme6,2017-11-12T18:29:52Z,2017,5.3,mb,10.0,34.9224,45.5873,G+030+0040,18,4.9,0,SEQ_us2000bmcg,train
us2000bmhe,2017-11-13T02:28:23Z,2017,6.5,mww,19.36,9.5147,-84.4865,G+000-0090,582,7.8,1,SEQ_us2000bmhe,train
us2000bnmq,2017-11-15T00:24:32Z,2017,5.8,mww,123.0,13.0996,143.7117,G+010+0140,53,4.1,0,SEQ_us2000bnmq,development
us2000bnrs,2017-11-15T05:29:32Z,2017,5.5,mww,10.0,36.0735,129.28,G+030+0120,367,7.5,1,SEQ_us2000bnrs,train
us2000bp3f,2017-11-15T19:48:03Z,2017,5.2,mww,22.13,40.3082,47.3317,G+040+0040,21,5.9,0,SEQ_us2000bp3f,train
us2000bp6i,2017-11-15T21:19:15Z,2017,5.0,mww,10.0,7.364,134.6386,G+000+0130,17,4.6,0,SEQ_us2000bp6i,train
us2000bpkq,2017-11-16T09:43:33Z,2017,5.8,mww,59.0,32.2203,140.5499,G+030+0140,50,2.8,0,SEQ_us2000bpkq,train
us2000bq34,2017-11-17T01:02:47Z,2017,5.0,mb,40.12,37.2273,141.4163,G+030+0140,10,3.4,0,SEQ_us2000bq34,train
us2000bqc4,2017-11-17T13:40:41Z,2017,5.4,mww,78.05,-2.4428,-79.8202,G-010-0080,111,4.6,0,SEQ_us2000bqc4,train
us2000bqsn,2017-11-17T22:34:19Z,2017,6.4,mww,8.0,29.8333,94.9838,G+020+0090,24,8.6,1,SEQ_us2000bqsn,development
us2000bqvz,2017-11-18T04:23:46Z,2017,5.5,mww,35.0,-2.9657,-79.707,G-010-0080,76,5.4,0,SEQ_us2000bqc4,train
us2000brbk,2017-11-19T09:25:48Z,2017,6.3,mww,14.0,-21.6377,168.6729,G-030+0160,29,5.0,0,SEQ_us1000azjt,train
us2000brgk,2017-11-19T15:09:02Z,2017,6.6,mww,13.0,-21.5027,168.5984,G-030+0160,16,3.8,0,SEQ_us1000azjt,train
us2000brlf,2017-11-19T22:43:29Z,2017,7.0,mww,10.0,-21.3246,168.6715,G-030+0160,44,3.8,0,SEQ_us1000azjt,train
us2000bruq,2017-11-20T15:23:42Z,2017,5.1,mb,35.0,32.8531,46.3892,G+030+0040,11,4.1,0,SEQ_us2000bruq,train
us2000bsu1,2017-11-22T14:20:10Z,2017,5.1,mww,16.47,23.5374,120.7357,G+020+0120,90,4.6,0,SEQ_us2000bsu1,train
ak017f7s3c06,2017-11-27T22:18:30Z,2017,5.3,mw,16.6,60.5552,-147.4303,G+060-0150,1033,3.6,0,SEQ_ak017f7s3c06,train
us2000bv8q,2017-11-28T02:04:26Z,2017,5.0,mb,70.02,-2.0618,-79.9736,G-010-0080,49,4.1,0,SEQ_us2000bqc4,train
us2000bvsl,2017-11-29T06:29:06Z,2017,5.7,mww,16.87,-14.4095,-76.1594,G-020-0080,11,5.0,0,SEQ_us2000bvsl,train
us1000bjky,2017-11-30T21:48:35Z,2017,5.0,mww,10.0,-2.6188,28.7075,G-010+0020,12,3.4,0,SEQ_us1000bjky,development
us1000bjnz,2017-12-01T02:32:46Z,2017,6.1,mww,9.0,30.7464,57.307,G+030+0050,40,5.0,0,SEQ_us1000bjnz,train
us1000bkjh,2017-12-03T11:19:05Z,2017,6.1,mww,17.0,-0.47,-80.3101,G-010-0090,124,6.0,1,SEQ_us1000bkjh,train
us1000bmdw,2017-12-05T15:13:49Z,2017,5.1,mww,2.87,36.3969,137.9329,G+030+0130,45,4.3,0,SEQ_us1000bmdw,development
us1000bmru,2017-12-06T15:19:49Z,2017,5.1,mb,10.0,30.6339,79.1601,G+030+0070,167,4.6,0,SEQ_us1000bmru,train
us2000c1xk,2017-12-08T02:51:18Z,2017,5.0,mb,10.0,27.7618,86.1471,G+020+0080,22,4.2,0,SEQ_us2000c1xk,train
us2000c2ue,2017-12-11T14:09:57Z,2017,5.4,mww,17.55,35.0786,45.7614,G+030+0040,75,6.2,1,SEQ_us2000bmcg,train
us2000c2xt,2017-12-11T19:00:56Z,2017,5.5,mww,12.0,-19.7083,-71.0591,G-020-0080,10,4.4,0,SEQ_us2000c2xt,development
us2000c3ag,2017-12-12T08:43:18Z,2017,6.0,mww,12.0,30.7372,57.2795,G+030+0050,12,4.2,0,SEQ_us1000bjnz,train
us2000c3mi,2017-12-12T21:41:31Z,2017,6.0,mww,8.0,30.8275,57.2982,G+030+0050,19,5.8,0,SEQ_us1000bjnz,train
us2000c4rw,2017-12-15T09:07:43Z,2017,5.1,mww,101.12,14.7213,-91.5224,G+010-0100,28,4.8,0,SEQ_us2000c4rw,train
us2000c4v8,2017-12-15T16:47:58Z,2017,6.5,mww,90.0,-7.4921,108.1743,G-010+0100,459,7.6,1,SEQ_us2000c4v8,train
us2000c4yj,2017-12-15T17:58:41Z,2017,5.2,mb,30.11,39.6987,141.9361,G+030+0140,13,3.8,0,SEQ_us2000c4yj,train
us2000c551,2017-12-16T00:22:30Z,2017,5.2,mww,44.0,-7.8842,106.8195,G-010+0100,15,3.4,0,SEQ_us2000c551,train
us1000bu4s,2017-12-21T03:23:35Z,2017,5.1,mww,14.17,16.1392,-98.2997,G+010-0100,22,3.8,0,SEQ_us1000bu4s,train
us1000bwzn,2017-12-28T03:54:52Z,2017,5.4,mww,47.78,-24.8871,-70.2061,G-030-0080,15,3.4,0,SEQ_us1000bwzn,train
us1000bx9g,2017-12-28T20:23:34Z,2017,5.0,mww,85.37,22.0556,94.4044,G+020+0090,10,3.3,0,SEQ_us1000bx9g,train
us1000byj1,2017-12-31T14:53:31Z,2017,5.1,mww,30.8,5.4949,124.9006,G+000+0120,16,4.6,0,SEQ_us1000byj1,development
us1000bzb5,2018-01-03T13:38:40Z,2018,5.2,mww,73.5,13.1978,-89.2796,G+010-0090,80,5.0,0,SEQ_us1000bzb5,train
us1000bzhb,2018-01-03T21:30:21Z,2018,5.5,mww,9.46,29.6374,140.5205,G+020+0140,12,3.8,0,SEQ_us1000bzhb,train
us1000c1my,2018-01-07T06:47:15Z,2018,5.6,mww,33.0,24.7382,94.9055,G+020+0090,13,5.4,0,SEQ_us1000c1my,train
us1000c1nx,2018-01-07T08:55:29Z,2018,5.3,mww,52.25,12.713,-88.1447,G+010-0090,11,4.1,0,SEQ_us1000c1nx,train
us1000c2w5,2018-01-09T22:30:19Z,2018,5.4,mb,18.93,35.3367,141.199,G+030+0140,26,3.1,0,SEQ_us1000c2w5,development
us1000c2zy,2018-01-10T02:51:33Z,2018,7.5,mww,19.0,17.4825,-83.52,G+010-0090,913,8.3,1,SEQ_us1000c2zy,development
us2000ci3s,2018-01-11T06:59:30Z,2018,5.5,mww,10.0,33.7131,45.7239,G+030+0040,57,4.5,0,SEQ_us2000ci3s,train
us2000ci4h,2018-01-11T08:00:39Z,2018,5.3,mww,10.0,33.7205,45.7027,G+030+0040,24,4.1,0,SEQ_us2000ci3s,train
us2000cidd,2018-01-11T17:03:18Z,2018,5.0,mb,10.0,10.6577,-84.9196,G+010-0090,10,4.3,0,SEQ_us2000cidd,train
us2000cifa,2018-01-11T18:26:24Z,2018,6.0,mww,9.0,18.3719,96.0717,G+010+0090,173,9.1,1,SEQ_us2000cifa,development
us2000cjfy,2018-01-14T09:18:45Z,2018,7.1,mww,39.0,-15.7675,-74.7092,G-020-0080,352,8.5,1,SEQ_us2000cjfy,train
us2000cjii,2018-01-14T15:49:27Z,2018,5.1,mb,54.71,13.464,120.51,G+010+0120,27,3.8,0,SEQ_us2000cjii,train
us2000cjyj,2018-01-16T15:03:53Z,2018,5.8,mww,22.0,10.9283,-86.3469,G+010-0090,85,3.8,0,SEQ_us2000cjyj,development
us2000ckau,2018-01-17T13:56:10Z,2018,5.2,mb,10.0,-17.6781,167.8608,G-020+0160,10,3.2,0,SEQ_us2000ckau,train
us2000cl83,2018-01-19T16:17:44Z,2018,6.3,mww,10.0,26.6862,-111.0785,G+020-0120,106,6.0,1,SEQ_us2000cl83,train
us2000cm0f,2018-01-21T01:06:42Z,2018,6.3,mww,116.0,-18.8806,-69.4445,G-020-0070,64,5.5,0,SEQ_us2000cm0f,train
us2000cmwz,2018-01-23T06:34:54Z,2018,5.9,mww,48.19,-7.0924,105.9632,G-010+0100,428,6.0,1,SEQ_us2000cmwz,development
us2000cmy3,2018-01-23T09:31:40Z,2018,7.9,mww,14.06,56.0039,-149.1658,G+050-0150,2383,7.6,1,SEQ_us2000cmy3,train
us2000cnnl,2018-01-24T10:51:19Z,2018,6.3,mww,31.0,41.1034,142.4323,G+040+0140,57,5.3,0,SEQ_us2000cnnl,train
us2000cpba,2018-01-25T16:39:43Z,2018,5.8,mww,8.88,40.4556,-126.3332,G+040-0130,216,4.8,0,SEQ_us2000cpba,train
us2000cpcn,2018-01-25T17:24:34Z,2018,5.1,mww,10.89,40.4185,-126.3804,G+040-0130,29,4.3,0,SEQ_us2000cpba,train
us2000cpsu,2018-01-26T13:27:06Z,2018,5.0,mww,10.0,-37.4468,-73.9807,G-040-0080,11,4.8,0,SEQ_us2000cpsu,train
us2000cq5t,2018-01-26T22:47:57Z,2018,6.3,mww,10.0,-3.5138,145.8477,G-010+0140,43,9.0,1,SEQ_us2000cq5t,train
us2000cqgn,2018-01-27T21:45:12Z,2018,5.7,mww,9.8,7.2827,-79.6764,G+000-0080,132,4.8,0,SEQ_us2000cqgn,train
us2000cqrl,2018-01-28T22:46:16Z,2018,5.5,mww,10.0,43.5517,-127.4685,G+040-0130,11,2.7,0,SEQ_us2000cqrl,train
us2000cqsd,2018-01-28T23:53:14Z,2018,5.4,mww,86.89,-31.2729,-68.6683,G-040-0070,21,3.9,0,SEQ_us2000cqsd,train
us2000crmu,2018-01-31T07:07:00Z,2018,6.2,mww,193.73,36.5261,70.8507,G+030+0070,313,6.4,1,SEQ_us2000crmu,train
us2000crq6,2018-01-31T11:49:38Z,2018,5.6,mww,67.8,-6.9051,147.2141,G-010+0140,10,4.0,0,SEQ_us2000crq6,train
us2000crtj,2018-01-31T16:37:05Z,2018,5.6,mww,7.0,7.2401,-79.6427,G+000-0080,31,3.8,0,SEQ_us2000cqgn,train
us1000cdgu,2018-01-31T23:13:21Z,2018,5.2,mb,20.54,-1.7441,-77.672,G-010-0080,22,4.4,0,SEQ_us1000cdgu,development
us1000ce18,2018-02-01T23:13:54Z,2018,5.2,mww,100.73,-31.5621,-70.0399,G-040-0080,13,4.9,0,SEQ_us1000ce18,train
us1000cfn6,2018-02-04T13:56:41Z,2018,6.1,mww,12.0,24.1572,121.7078,G+020+0120,306,5.4,0,SEQ_us1000cfn6,train
us1000chhc,2018-02-06T15:50:43Z,2018,6.4,mww,17.0,24.1338,121.6586,G+020+0120,306,7.8,1,SEQ_us1000cfn6,train
us1000ci9y,2018-02-07T15:21:31Z,2018,5.7,mww,15.0,24.0739,121.7386,G+020+0120,70,7.7,1,SEQ_us1000cfn6,train
us2000cz4c,2018-02-08T21:19:24Z,2018,5.6,mww,4.3,-37.4387,-73.9794,G-040-0080,25,6.1,1,SEQ_us2000cpsu,train
us2000czig,2018-02-09T14:05:48Z,2018,5.8,mww,13.0,18.9311,-104.6522,G+010-0110,431,6.1,1,SEQ_us2000czig,development
us2000czp4,2018-02-09T17:43:37Z,2018,5.2,mww,43.36,18.6315,-61.9765,G+010-0070,53,4.0,0,SEQ_us2000czp4,development
us2000d0ik,2018-02-11T10:29:23Z,2018,5.3,mww,11.99,8.1718,-83.0015,G+000-0090,13,4.3,0,SEQ_us2000d0ik,development
us2000d0p1,2018-02-11T23:14:15Z,2018,6.0,mww,10.0,13.8205,146.4377,G+010+0140,25,3.6,0,SEQ_us2000d0p1,train
us2000d3km,2018-02-16T23:39:39Z,2018,7.2,mww,22.0,16.3855,-97.9787,G+010-0100,795,7.4,1,SEQ_us2000d3km,train
us2000d3m0,2018-02-17T00:36:52Z,2018,5.8,mww,3.48,16.1557,-97.8665,G+010-0100,44,5.4,0,SEQ_us2000d3km,train
us2000d3ql,2018-02-17T03:54:46Z,2018,5.0,mb,34.38,16.4032,-97.4865,G+010-0100,14,3.9,0,SEQ_us2000d3km,train
us2000d3yq,2018-02-17T21:30:43Z,2018,5.2,mww,19.23,16.5065,-97.8801,G+010-0100,17,2.5,0,SEQ_us2000d3km,train
us2000d47c,2018-02-18T14:55:33Z,2018,5.1,mb,10.0,7.5807,-78.828,G+000-0080,25,4.1,0,SEQ_us2000cqgn,train
us2000d4a3,2018-02-18T18:31:36Z,2018,5.0,mww,42.04,32.802,132.1368,G+030+0130,23,4.1,0,SEQ_us2000d4a3,development
us2000d4lg,2018-02-19T06:56:58Z,2018,5.9,mww,22.0,16.2857,-97.7314,G+010-0100,296,6.4,1,SEQ_us2000d3km,train
us2000d4r5,2018-02-19T14:47:01Z,2018,5.0,mww,55.67,24.578,121.6247,G+020+0120,102,5.4,0,SEQ_us1000cfn6,train
us2000d669,2018-02-21T23:10:40Z,2018,5.0,mwr,22.24,23.4342,121.5882,G+020+0120,24,4.5,0,SEQ_us1000cfn6,train
us2000d7pu,2018-02-25T16:28:39Z,2018,5.6,mww,30.57,37.5968,141.7329,G+030+0140,113,4.3,0,SEQ_us2000d7pu,train
us2000d7q6,2018-02-25T17:44:44Z,2018,7.5,mww,25.21,-6.0699,142.7536,G-010+0140,86,9.0,1,SEQ_us2000d7q6,train
us2000d7r8,2018-02-25T18:28:39Z,2018,5.1,mb,10.0,24.4411,122.0403,G+020+0120,25,4.1,0,SEQ_us1000cfn6,train
us2000d9qu,2018-03-01T13:42:25Z,2018,5.2,mww,10.25,24.2648,123.7672,G+020+0120,10,4.6,0,SEQ_us2000d9qu,development
us2000damy,2018-03-02T02:20:12Z,2018,5.9,mww,135.0,-6.1353,130.2782,G-010+0130,17,2.6,0,SEQ_us2000damy,development
us1000d1cy,2018-03-08T08:49:46Z,2018,5.5,mww,17.0,-16.76,35.4269,G-020+0030,45,4.3,0,SEQ_us1000d1cy,train
us1000d1fc,2018-03-08T13:06:13Z,2018,5.2,mww,10.0,6.0846,116.5853,G+000+0110,106,7.7,1,SEQ_us1000d1fc,train
us1000d1kv,2018-03-08T17:39:51Z,2018,6.8,mww,22.86,-4.3762,153.1996,G-010+0150,12,6.3,1,SEQ_us1000d1kv,train
us1000d6dq,2018-03-19T12:51:17Z,2018,5.0,mww,113.06,-32.3782,-69.4389,G-040-0070,61,4.6,0,SEQ_us1000d6dq,train
us1000d6ul,2018-03-20T17:46:55Z,2018,5.2,mww,6.69,16.3103,-98.4707,G+010-0100,15,2.7,0,SEQ_us2000d3km,train
us1000d8qq,2018-03-24T22:17:50Z,2018,5.0,mb,200.25,36.4652,70.6687,G+030+0070,18,3.6,0,SEQ_us1000d8qq,train
us1000d8vk,2018-03-25T14:37:23Z,2018,5.7,mww,50.0,32.5916,140.6901,G+030+0140,36,3.1,0,SEQ_us1000d8vk,train
us1000d8xh,2018-03-25T20:14:47Z,2018,6.4,mww,169.0,-6.6343,129.8172,G-010+0120,76,3.5,0,SEQ_us2000damy,development
us1000d937,2018-03-26T09:51:00Z,2018,6.7,mww,40.0,-5.5024,151.4025,G-010+0150,10,5.3,0,SEQ_us1000d937,train
us1000day0,2018-03-29T18:51:12Z,2018,5.8,mww,32.0,-9.4211,159.5792,G-010+0150,13,4.2,0,SEQ_us1000day0,train
us1000db40,2018-03-29T21:25:36Z,2018,6.9,mww,35.0,-5.5321,151.4999,G-010+0150,10,8.6,1,SEQ_us1000d937,train
us1000db68,2018-03-29T23:17:33Z,2018,5.0,mwr,40.16,36.4375,140.7736,G+030+0140,155,5.4,0,SEQ_us1000db68,train
us1000dbk4,2018-03-30T18:45:16Z,2018,5.0,mww,237.94,36.4561,71.1277,G+030+0070,22,4.3,0,SEQ_us1000d8qq,train
us1000dce2,2018-04-02T13:40:34Z,2018,6.8,mww,559.0,-20.6588,-63.0058,G-030-0070,48,4.6,0,SEQ_us1000dce2,train
us1000dcru,2018-04-02T23:23:17Z,2018,5.9,mww,50.0,13.1086,-88.6821,G+010-0090,100,5.0,0,SEQ_us1000dcru,train
us2000dus5,2018-04-05T03:53:38Z,2018,6.0,mww,34.0,6.8325,126.7785,G+000+0120,11,4.8,0,SEQ_us2000dus5,train
us2000dux6,2018-04-05T11:12:10Z,2018,5.5,mww,44.0,-20.381,-70.5855,G-030-0080,34,6.5,1,SEQ_us2000dux6,train
ci37908735,2018-04-05T19:29:16Z,2018,5.29,mw,9.82,33.8198333,-119.734,G+030-0120,7586,5.8,0,SEQ_ci37908735,train
us2000dvwq,2018-04-07T05:48:40Z,2018,6.3,mww,18.07,-5.8382,142.5314,G-010+0140,23,7.3,1,SEQ_us2000dvwq,development
us2000dwar,2018-04-08T05:08:20Z,2018,5.2,mww,21.43,13.8832,-91.5365,G+010-0100,19,3.9,0,SEQ_us2000dwar,train
us2000dwh6,2018-04-08T16:32:31Z,2018,5.7,mww,10.34,35.2588,132.5528,G+030+0130,172,5.7,0,SEQ_us2000dwh6,train
us2000dxfc,2018-04-10T10:19:34Z,2018,6.2,mww,66.0,-31.0258,-71.5292,G-040-0080,389,7.0,1,SEQ_us2000dxfc,train
us2000e0mq,2018-04-15T19:30:43Z,2018,6.0,mww,34.0,1.4083,126.8759,G+000+0120,23,3.4,0,SEQ_us2000e0mq,train
us1000dngn,2018-04-19T06:34:46Z,2018,5.5,mww,10.0,28.3291,51.6106,G+020+0050,47,4.1,0,SEQ_us1000dngn,train
us1000dpt0,2018-04-21T09:47:18Z,2018,5.1,mww,21.69,35.5014,141.0884,G+030+0140,34,3.8,0,SEQ_us1000dpt0,train
us1000dqpz,2018-04-23T15:42:09Z,2018,5.3,mww,110.03,5.1865,-75.5438,G+000-0080,100,5.0,0,SEQ_us1000dqpz,development
us1000dr1j,2018-04-24T00:34:31Z,2018,5.2,mww,10.0,37.5963,38.5142,G+030+0030,14,7.4,1,SEQ_us1000dr1j,train
us1000dr32,2018-04-24T02:29:52Z,2018,5.6,mww,47.28,12.4928,-87.7466,G+010-0090,32,3.4,0,SEQ_us1000dr32,train
us1000dr4k,2018-04-24T04:08:35Z,2018,5.1,mww,106.27,22.9621,94.6137,G+020+0090,11,3.8,0,SEQ_us1000dr4k,train
us1000dsku,2018-04-26T09:54:19Z,2018,5.0,mb,360.63,-7.3343,115.5685,G-010+0110,33,4.3,0,SEQ_us1000dsku,development
us1000du0d,2018-04-28T15:14:20Z,2018,5.3,mww,88.42,36.3125,71.1715,G+030+0070,11,3.1,0,SEQ_us1000d8qq,train
us1000dvmt,2018-05-01T23:47:04Z,2018,5.1,mww,19.26,24.0443,122.3081,G+020+0120,25,3.8,0,SEQ_us1000dvmt,development
us1000dvqr,2018-05-02T04:08:13Z,2018,5.3,mww,8.0,30.7048,51.4904,G+030+0050,11,6.0,1,SEQ_us1000dvqr,train
hv70112126,2018-05-03T20:30:56Z,2018,5.06,mb,6.47,19.3388333,-155.0706667,G+010-0160,583,4.1,0,SEQ_hv70112126,train
hv70116411,2018-05-04T21:32:44Z,2018,5.73,ml,6.48,19.3303333,-155.0175,G+010-0160,1164,5.8,0,SEQ_hv70112126,train
hv70116556,2018-05-04T22:32:54Z,2018,6.9,mw,5.81,19.3181667,-154.9996667,G+010-0160,1630,6.6,1,SEQ_hv70112126,train
us1000dym9,2018-05-05T06:19:05Z,2018,6.1,mww,18.0,14.5708,123.9192,G+010+0120,72,4.6,0,SEQ_us1000dym9,train
us1000dz41,2018-05-06T02:44:20Z,2018,5.2,mww,12.08,-34.2685,-72.268,G-040-0080,27,5.0,0,SEQ_us1000dz41,train
us1000dzap,2018-05-06T12:37:58Z,2018,5.2,mww,10.0,13.2236,-88.0338,G+010-0090,13,3.8,0,SEQ_us1000dr32,train
us1000dzgr,2018-05-06T19:02:22Z,2018,5.4,mww,10.0,13.1036,-88.0615,G+010-0090,19,4.1,0,SEQ_us1000dr32,train
us1000dzhr,2018-05-06T20:00:48Z,2018,5.1,mww,96.72,39.6737,141.0775,G+030+0140,10,3.1,0,SEQ_us1000dzhr,train
us1000e15a,2018-05-09T03:23:26Z,2018,5.4,mb,19.35,33.1351,70.5177,G+030+0070,31,5.2,0,SEQ_us1000e15a,train
us1000e19e,2018-05-09T10:41:45Z,2018,6.2,mww,116.0,36.9942,71.3822,G+030+0070,189,5.0,0,SEQ_us1000d8qq,train
us1000e1lx,2018-05-09T21:02:42Z,2018,5.4,mww,95.59,13.969,145.6779,G+010+0140,93,4.2,0,SEQ_us1000e1lx,train
us1000e1yr,2018-05-10T11:56:59Z,2018,5.7,mww,29.0,10.1723,125.6372,G+010+0120,24,6.1,1,SEQ_us1000e1yr,train
us1000e205,2018-05-10T14:08:36Z,2018,5.0,mww,199.4,36.5631,71.0575,G+030+0070,17,3.4,0,SEQ_us1000d8qq,train
ak01860q4oj4,2018-05-11T04:58:24Z,2018,5.3,mw,63.2,57.4703,-155.5934,G+050-0160,16,3.4,0,SEQ_ak01860q4oj4,development
us1000e3dv,2018-05-12T01:29:29Z,2018,5.1,mb,9.94,36.643,137.9022,G+030+0130,15,3.8,0,SEQ_us1000e3dv,train
us1000e4md,2018-05-14T10:31:19Z,2018,5.0,mb,40.33,40.0942,142.6787,G+040+0140,10,3.1,0,SEQ_us1000e4md,train
us1000e4qp,2018-05-14T14:41:42Z,2018,5.1,mb,10.0,-12.8307,45.6127,G-020+0040,12,4.8,0,SEQ_us1000e4qp,train
us1000e5k1,2018-05-15T15:48:09Z,2018,5.9,mww,17.0,-12.7763,45.581,G-020+0040,20,6.0,1,SEQ_us1000e4qp,train
us1000e6dc,2018-05-16T14:20:27Z,2018,5.0,mb,50.99,18.2208,-100.4896,G+010-0110,45,4.8,0,SEQ_us1000e6dc,train
us1000e6yj,2018-05-17T03:12:32Z,2018,5.3,mww,41.89,35.6584,140.7193,G+030+0140,168,3.8,0,SEQ_us1000dpt0,train
us1000e76f,2018-05-17T11:07:14Z,2018,5.2,mb,56.47,-12.6677,-76.5657,G-020-0080,158,4.3,0,SEQ_us1000e76f,train
us1000e7fv,2018-05-17T18:47:05Z,2018,5.4,mww,15.5,12.9721,145.4202,G+010+0140,15,4.3,0,SEQ_us1000e7fv,train
us1000e952,2018-05-21T00:47:14Z,2018,5.5,mww,10.0,-12.8495,45.6536,G-020+0040,18,5.0,0,SEQ_us1000e4qp,train
us1000e95q,2018-05-21T02:15:18Z,2018,5.2,mb,36.61,17.071,-98.6744,G+010-0100,68,5.3,0,SEQ_us1000e95q,train
us1000e9w1,2018-05-22T12:37:08Z,2018,5.1,mb,10.0,-12.852,45.6146,G-020+0040,10,4.3,0,SEQ_us1000e4qp,train
us1000e9ww,2018-05-22T13:36:19Z,2018,5.0,mb,33.37,0.497,-78.4272,G+000-0080,39,4.3,0,SEQ_us1000e9ww,train
us1000eczp,2018-05-27T17:50:52Z,2018,5.3,mww,10.0,45.2355,124.642,G+040+0120,38,4.8,0,SEQ_us1000eczp,train
us1000edim,2018-05-28T19:25:22Z,2018,5.1,mww,10.0,-9.1493,118.4063,G-010+0110,17,3.8,0,SEQ_us1000edim,development
us1000ej4g,2018-06-05T18:40:30Z,2018,5.3,mww,22.65,41.5263,46.7857,G+040+0040,106,6.9,1,SEQ_us1000ej4g,train
us1000enmb,2018-06-11T19:54:21Z,2018,5.4,mww,30.0,31.295,131.3679,G+030+0130,15,4.8,0,SEQ_us1000enmb,train
us1000er1r,2018-06-13T23:54:44Z,2018,5.2,mww,10.0,7.4269,-80.5718,G+000-0090,76,4.8,0,SEQ_us1000er1r,development
us1000etr8,2018-06-17T09:46:24Z,2018,5.4,mww,25.0,14.9212,119.7097,G+010+0110,26,3.6,0,SEQ_us1000etr8,train
us1000etwv,2018-06-17T14:21:28Z,2018,5.1,mww,10.0,30.0772,70.2093,G+030+0070,11,4.6,0,SEQ_us1000etwv,development
us1000eu1c,2018-06-17T22:58:34Z,2018,5.5,mww,10.34,34.8246,135.6389,G+030+0130,496,7.9,1,SEQ_us1000eu1c,train
us1000eu39,2018-06-18T02:32:55Z,2018,5.7,mww,99.17,14.1325,-90.7154,G+010-0100,287,7.0,1,SEQ_us1000eu39,train
us1000ey2i,2018-06-21T21:13:32Z,2018,6.1,mww,28.0,-17.7905,168.0568,G-020+0160,50,6.6,1,SEQ_us1000ey2i,train
us1000ez9p,2018-06-23T01:54:40Z,2018,5.2,mww,90.62,10.7414,-62.6732,G+010-0070,137,4.7,0,SEQ_us1000ez9p,development
us1000f0te,2018-06-25T05:14:44Z,2018,5.5,mww,10.0,36.6404,21.3431,G+030+0020,50,4.4,0,SEQ_us1000f0te,train
us2000frwr,2018-06-30T03:56:49Z,2018,5.9,mww,15.0,19.0222,-105.119,G+010-0110,110,4.7,0,SEQ_us2000frwr,development
ak0188d4oyaj,2018-07-01T08:20:16Z,2018,5.0,mw,117.3,63.0676,-150.7973,G+060-0160,283,3.9,0,SEQ_ak0188d4oyaj,development
