event_id,origin_time,origin_year,magnitude,magnitude_type,depth_km,latitude,longitude,region_code,num_responses,max_cdi,severe_label,sequence_id,role
us70009pku,2020-05-24T19:53:32Z,2020,5.6,mww,46.0,-40.3778,174.9573,G-050+0170,35,6.4,1,SEQ_us70009pku,train
us70009q28,2020-05-25T14:42:17Z,2020,5.1,mww,57.89,24.3856,93.9197,G+020+0090,68,5.0,0,SEQ_us70009q28,train
us6000a0t7,2020-05-28T05:17:29Z,2020,5.1,mww,77.46,16.6027,120.3749,G+010+0120,41,5.4,0,SEQ_us6000a0t7,train
us6000a316,2020-05-31T05:09:38Z,2020,6.1,mww,186.0,-15.3256,-70.7731,G-020-0080,91,5.0,0,SEQ_us7000993j,train
us6000a3az,2020-05-31T21:02:11Z,2020,5.2,mww,98.61,36.2034,140.3648,G+030+0140,151,5.3,0,SEQ_us700099s8,train
us6000a4yi,2020-06-03T07:35:36Z,2020,6.8,mww,112.0,-23.274,-68.4677,G-030-0070,210,5.9,0,SEQ_us70009drp,development
usd000crm9,2020-06-03T15:54:04Z,2020,5.7,mww,639.88,-7.0058,116.9276,G-010+0110,17,3.8,0,SEQ_usd000crm9,development
ci39462536,2020-06-04T01:32:11Z,2020,5.51,mw,8.44,35.6148333,-117.4281667,G+030-0120,10014,7.9,1,SEQ_ci39462536,development
us6000a5r3,2020-06-04T08:49:40Z,2020,6.4,mww,112.86,2.911,128.248,G+000+0120,10,5.0,0,SEQ_us6000a5r3,train
us6000a74v,2020-06-06T10:55:41Z,2020,5.7,mww,10.0,-16.7247,177.346,G-020+0170,33,3.6,0,SEQ_us6000a74v,train
us6000a8nh,2020-06-09T17:18:14Z,2020,5.7,mww,10.0,27.7199,53.4201,G+020+0050,15,7.3,1,SEQ_us6000a8nh,train
us6000abcq,2020-06-13T15:51:24Z,2020,6.6,mww,165.0,28.8591,128.2713,G+020+0120,138,4.6,0,SEQ_us6000abcq,train
us6000abge,2020-06-13T20:18:59Z,2020,5.4,mww,53.65,24.3098,122.4669,G+020+0120,13,4.1,0,SEQ_us6000abge,train
us6000abnv,2020-06-14T14:24:29Z,2020,5.9,mww,10.0,39.4229,40.7073,G+030+0040,14,7.6,1,SEQ_us6000abnv,train
us6000abp7,2020-06-14T14:43:08Z,2020,5.1,mb,10.0,23.3821,70.3548,G+020+0070,434,5.4,0,SEQ_us6000abp7,train
us6000ac28,2020-06-15T06:51:31Z,2020,5.5,mww,10.0,39.4226,40.7479,G+030+0040,10,7.0,1,SEQ_us6000abnv,train
us6000ack0,2020-06-16T01:30:48Z,2020,5.6,mww,127.0,37.8342,72.2035,G+030+0070,21,4.7,0,SEQ_us6000ack0,train
us6000acva,2020-06-16T14:30:26Z,2020,5.5,mww,10.0,27.3437,34.7204,G+020+0030,24,3.8,0,SEQ_us6000acva,train
us6000ae4n,2020-06-18T12:49:53Z,2020,7.4,mww,10.0,-33.2927,-177.8571,G-040-0180,47,6.6,1,SEQ_us6000ae4n,train
us6000ag1n,2020-06-21T19:33:08Z,2020,5.2,mww,86.6,-8.9211,110.9498,G-010+0110,28,4.8,0,SEQ_us6000ag1n,train
us6000ag4u,2020-06-21T22:40:52Z,2020,5.6,mww,10.84,23.1449,93.2856,G+020+0090,52,3.9,0,SEQ_us6000ag4u,train
us6000ah9t,2020-06-23T15:29:04Z,2020,7.4,mww,20.0,15.8861,-96.0077,G+010-0100,643,7.7,1,SEQ_us6000ah9t,train
us6000ahcr,2020-06-23T17:50:26Z,2020,5.9,mb,65.38,13.9998,145.587,G+010+0140,32,5.0,0,SEQ_us6000ahcr,train
ci39493944,2020-06-24T17:40:49Z,2020,5.8,mw,4.66,36.4468333,-117.9751667,G+030-0120,8278,5.8,0,SEQ_ci39493944,train
us7000aabt,2020-06-24T19:47:45Z,2020,5.9,mww,29.05,35.4711,141.0738,G+030+0140,321,5.6,0,SEQ_us7000aabt,development
us7000aag4,2020-06-24T22:20:02Z,2020,5.6,mww,10.8,-44.6494,167.4756,G-050+0160,15,4.4,0,SEQ_us7000aag4,train
us7000ab22,2020-06-25T11:55:04Z,2020,5.2,mww,35.0,-32.2257,-71.6188,G-040-0080,34,5.0,0,SEQ_us7000ab22,train
us7000abmk,2020-06-25T21:05:18Z,2020,6.3,mww,10.0,35.5948,82.4158,G+030+0080,22,8.2,1,SEQ_us7000abmk,train
us7000abxv,2020-06-26T07:21:12Z,2020,5.2,mww,10.0,38.7898,27.7934,G+030+0020,26,7.3,1,SEQ_us7000abxv,train
us7000adtk,2020-06-28T17:43:28Z,2020,5.4,mww,63.0,36.7481,28.2482,G+030+0020,60,5.5,0,SEQ_us7000adtk,train
nn00755218,2020-06-30T09:24:23Z,2020,5.0,ml,8.3,38.1539,-117.9583,G+030-0120,60,4.8,0,SEQ_nn00755218,train
pr2020185017,2020-07-03T20:49:45Z,2020,5.3,mwp,3.0,17.8995,-67.0048,G+010-0070,346,7.2,1,SEQ_pr2020185017,development
us7000ahv9,2020-07-04T09:53:00Z,2020,5.4,mww,10.0,39.0341,70.9225,G+030+0070,12,5.0,0,SEQ_us7000ahv9,train
us7000aj3w,2020-07-06T22:54:47Z,2020,6.6,mww,533.76,-5.6023,110.6893,G-010+0110,32,4.3,0,SEQ_us7000aj3w,train
us7000aja4,2020-07-07T04:44:13Z,2020,5.1,mww,96.85,-6.3146,106.3418,G-010+0100,11,4.6,0,SEQ_us7000aja4,train
us7000amar,2020-07-12T15:08:49Z,2020,5.1,mww,10.0,9.4142,-69.8602,G+000-0070,86,4.6,0,SEQ_us7000amar,train
us7000apd0,2020-07-15T21:39:40Z,2020,5.8,mww,6.59,7.4645,-81.91,G+000-0090,24,7.2,1,SEQ_us7000apd0,train
us7000aq3e,2020-07-17T02:50:22Z,2020,7.0,mww,73.0,-7.836,147.7704,G-010+0140,103,6.4,1,SEQ_us7000aq3e,train
us7000aq5p,2020-07-17T05:40:36Z,2020,5.9,mww,73.56,-20.2355,-70.1328,G-030-0080,170,6.9,1,SEQ_us7000aq5p,train
us7000assn,2020-07-22T03:16:36Z,2020,5.1,mww,98.7,11.0149,-72.4162,G+010-0080,26,4.6,0,SEQ_us7000assn,train
us7000asvb,2020-07-22T06:12:44Z,2020,7.8,mww,28.0,55.0715,-158.596,G+050-0160,195,9.1,1,SEQ_us7000asvb,train
us7000at13,2020-07-22T11:33:24Z,2020,5.0,mwr,10.0,49.0995,-129.0303,G+040-0130,31,3.4,0,SEQ_us7000at13,train
us6000b4dl,2020-07-26T12:52:29Z,2020,5.2,mww,56.29,24.2781,122.4614,G+020+0120,19,3.4,0,SEQ_us6000b4dl,train
us6000b4ug,2020-07-27T17:32:45Z,2020,5.8,mww,43.39,9.0183,126.2681,G+000+0120,27,7.7,1,SEQ_us6000b4ug,train
us6000b4yh,2020-07-27T19:34:37Z,2020,5.5,mww,37.48,54.9365,-160.3108,G+050-0170,10,4.3,0,SEQ_us6000b4yh,train
us6000b56k,2020-07-28T08:03:43Z,2020,6.1,mww,35.15,54.7905,-161.2041,G+050-0170,17,5.5,0,SEQ_us6000b4yh,train
us6000b7w3,2020-08-01T08:25:26Z,2020,5.1,mww,79.63,-16.344,-72.6021,G-020-0080,13,4.1,0,SEQ_us6000b7w3,development
us6000b8cq,2020-08-02T14:15:47Z,2020,5.4,mww,120.66,-5.1005,145.3651,G-010+0140,13,3.8,0,SEQ_us6000b8cq,train
us6000b8pf,2020-08-03T11:56:52Z,2020,5.5,mww,101.56,-19.5898,-69.1855,G-020-0070,42,4.4,0,SEQ_us6000b8pf,train
us6000b9t8,2020-08-05T17:54:02Z,2020,5.3,mww,28.0,36.1405,141.8415,G+030+0140,19,3.4,0,SEQ_us6000b9t8,train
us6000bag6,2020-08-07T06:15:37Z,2020,5.0,mww,10.0,36.5497,6.2708,G+030+0000,19,6.0,1,SEQ_us6000bag6,train
se60324281,2020-08-09T12:07:37Z,2020,5.1,mw,4.14,36.4743333,-81.0865,G+030-0090,66721,6.4,1,SEQ_se60324281,train
us6000bbh7,2020-08-09T12:42:13Z,2020,5.5,mww,10.0,0.9296,-27.7257,G+000-0030,97,0.0,0,SEQ_us6000bbh7,train
us6000bbu3,2020-08-10T14:13:27Z,2020,5.7,mww,10.0,16.8638,-85.8536,G+010-0090,84,5.4,0,SEQ_us6000bbu3,train
us6000bdg8,2020-08-12T17:13:16Z,2020,6.0,mww,17.55,-7.3327,39.8126,G-010+0030,213,4.3,0,SEQ_us6000bdg8,train
us6000be26,2020-08-13T14:54:54Z,2020,5.1,mww,10.0,-7.3547,39.8115,G-010+0030,11,4.1,0,SEQ_us6000bdg8,train
us6000bff9,2020-08-16T03:18:50Z,2020,5.1,mww,60.36,-19.2414,-70.2937,G-020-0080,16,4.3,0,SEQ_us6000bff9,train
ci39347679,2020-08-17T15:30:33Z,2020,5.12,mw,16.22,31.5366667,-115.6613333,G+030-0120,744,4.3,0,SEQ_ci39347679,train
us6000bgbr,2020-08-18T00:03:48Z,2020,6.6,mww,10.0,12.0257,124.1272,G+010+0120,128,8.9,1,SEQ_us6000bgbr,development
us6000bgvl,2020-08-18T22:23:59Z,2020,6.8,mww,22.0,-4.3217,101.1347,G-010+0100,10,4.8,0,SEQ_us6000bgvl,development
us6000bi4p,2020-08-21T04:09:51Z,2020,6.9,mww,624.0,-6.71,123.4649,G-010+0120,38,4.3,0,SEQ_us6000bi4p,train
us7000bcbv,2020-08-24T21:51:09Z,2020,6.0,mww,20.0,9.5785,-84.6376,G+000-0090,91,5.7,0,SEQ_us7000bcbv,train
us7000bcgc,2020-08-25T05:18:11Z,2020,5.5,mww,28.0,-4.0329,-80.815,G-010-0090,17,5.3,0,SEQ_us7000bcgc,train
us7000beek,2020-08-28T15:47:05Z,2020,5.6,mww,10.0,-36.8973,177.1856,G-040+0170,16,4.6,0,SEQ_us7000beek,train
us7000bfjr,2020-09-01T04:09:28Z,2020,6.8,mww,21.0,-27.9686,-71.3062,G-030-0080,204,5.5,0,SEQ_us7000bfjr,train
us7000bg4v,2020-09-01T21:09:17Z,2020,6.5,mww,16.0,-27.9162,-71.3701,G-030-0080,44,5.5,0,SEQ_us7000bfjr,train
us7000bi01,2020-09-04T17:45:21Z,2020,5.6,mww,13.17,8.3579,-82.9722,G+000-0090,19,7.1,1,SEQ_us7000bi01,train
us7000biqb,2020-09-06T01:16:58Z,2020,6.3,mww,30.0,-30.3388,-71.4912,G-040-0080,115,5.8,0,SEQ_us7000biqb,train
us7000biyd,2020-09-06T15:23:43Z,2020,6.3,mww,120.0,6.2693,125.8285,G+000+0120,37,5.4,0,SEQ_us7000biyd,train
us7000bj2h,2020-09-06T21:33:49Z,2020,5.1,mww,31.19,36.6583,141.5674,G+030+0140,14,3.4,0,SEQ_us7000bj2h,train
us7000bj2i,2020-09-06T21:34:26Z,2020,5.3,mww,10.0,36.9796,55.1103,G+030+0050,22,4.9,0,SEQ_us7000bj2i,train
us7000bjiq,2020-09-08T02:58:14Z,2020,5.0,mww,57.7,27.0437,127.8829,G+020+0120,22,3.1,0,SEQ_us7000bjiq,train
us7000blm2,2020-09-11T07:35:57Z,2020,6.2,mww,51.0,-21.3968,-69.9096,G-030-0070,149,6.8,1,SEQ_us7000blm2,train
us7000bm9m,2020-09-12T02:44:11Z,2020,6.1,mww,34.0,38.7482,142.2446,G+030+0140,49,5.3,0,SEQ_us7000bm9m,train
us7000bnsh,2020-09-15T23:34:03Z,2020,5.3,mb,10.0,27.8464,85.8765,G+020+0080,186,4.6,0,SEQ_us7000bnsh,train
us7000bp7s,2020-09-17T01:13:59Z,2020,5.2,mww,95.58,15.2631,-92.4356,G+010-0100,10,4.2,0,SEQ_us7000bp7s,train
us7000bpvt,2020-09-18T16:28:17Z,2020,5.9,mww,44.0,35.0368,25.3034,G+030+0020,41,4.2,0,SEQ_us7000bpvt,train
us6000bzek,2020-09-21T18:04:57Z,2020,5.5,mww,10.0,51.8569,103.4802,G+050+0100,46,6.8,1,SEQ_us6000bzek,train
us6000c1rq,2020-09-26T22:50:25Z,2020,5.4,mww,10.38,39.9847,24.3349,G+030+0020,76,7.0,1,SEQ_us6000c1rq,train
us6000c1w6,2020-09-27T09:40:56Z,2020,5.3,mww,109.83,14.2028,-90.7908,G+010-0100,45,4.6,0,SEQ_us6000c1w6,train
us6000c1yn,2020-09-27T17:27:42Z,2020,5.0,mww,10.0,34.1448,78.1519,G+030+0070,11,4.7,0,SEQ_us6000c1yn,train
us6000c30f,2020-09-30T04:37:20Z,2020,5.0,mww,106.01,24.8826,122.0753,G+020+0120,16,3.8,0,SEQ_us6000c30f,train
us6000c5i4,2020-10-04T18:16:53Z,2020,5.6,mww,121.0,13.6082,120.7526,G+010+0120,49,6.1,1,SEQ_us6000c5i4,train
us6000c5zm,2020-10-06T05:54:50Z,2020,5.9,mww,31.0,54.8508,-159.8514,G+050-0160,13,4.6,0,SEQ_us6000c5zm,train
pr2020281016,2020-10-07T18:24:34Z,2020,5.3,ml,10.0,18.174,-64.1781,G+010-0070,254,5.3,0,SEQ_pr2020281016,train
us6000c6mu,2020-10-08T07:35:32Z,2020,6.3,mww,106.0,-6.0942,146.1738,G-010+0140,28,6.9,1,SEQ_us6000c6mu,train
us6000c7ce,2020-10-10T17:38:00Z,2020,5.5,mww,53.0,24.6661,93.4997,G+020+0090,87,4.8,0,SEQ_us6000c7ce,train
us6000c7nd,2020-10-12T04:11:27Z,2020,5.2,mww,10.0,35.6445,26.2467,G+030+0020,13,3.8,0,SEQ_us6000c7nd,development
us6000c7q4,2020-10-12T06:06:55Z,2020,5.1,mww,100.9,14.5717,-91.7423,G+010-0100,17,4.1,0,SEQ_us6000c7q4,train
us6000c8v2,2020-10-16T20:06:27Z,2020,5.4,mww,62.32,13.6785,120.2608,G+010+0120,55,5.8,0,SEQ_us6000c5i4,train
us6000c9hg,2020-10-19T20:54:38Z,2020,7.6,mww,28.37,54.602,-159.6258,G+050-0160,321,8.6,1,SEQ_us6000c5zm,train
us6000ca0k,2020-10-20T13:43:17Z,2020,5.6,mww,10.0,64.0134,-22.1508,G+060-0030,91,4.6,0,SEQ_us6000ca0k,train
us6000cckl,2020-10-24T11:34:17Z,2020,5.0,mww,10.0,35.7462,48.9355,G+030+0040,18,4.1,0,SEQ_us6000cckl,train
us6000cctq,2020-10-25T00:56:45Z,2020,5.4,mww,43.0,-7.9934,107.9821,G-010+0100,13,5.2,0,SEQ_us6000cctq,development
us6000ccys,2020-10-25T12:47:58Z,2020,5.1,mww,67.22,14.765,-92.5894,G+010-0100,12,4.1,0,SEQ_us6000c7q4,train
us6000cd2g,2020-10-25T21:17:14Z,2020,5.3,mww,10.0,-20.0026,-70.9641,G-030-0080,16,3.1,0,SEQ_us6000cd2g,train
us7000c6lj,2020-10-28T04:52:32Z,2020,5.5,mww,57.62,-34.8887,-71.6926,G-040-0080,130,4.8,0,SEQ_us7000c6lj,train
us7000c6u9,2020-10-28T14:53:11Z,2020,5.8,mww,50.0,-29.3186,-71.2397,G-030-0080,43,5.4,0,SEQ_us7000c6u9,development
us7000c7y0,2020-10-30T11:51:27Z,2020,7.0,mww,21.0,37.8973,26.7838,G+030+0020,711,7.4,1,SEQ_us7000c7y0,development
us7000c8va,2020-11-01T03:43:20Z,2020,5.7,mww,182.0,-7.0719,129.2407,G-010+0120,17,3.8,0,SEQ_us7000c8va,train
us7000c8w9,2020-11-01T05:01:09Z,2020,5.1,mww,72.07,10.0129,-84.0616,G+010-0090,65,5.2,0,SEQ_us7000c8w9,train
us7000cbr2,2020-11-07T09:27:05Z,2020,6.2,mww,34.0,-15.2458,-173.5276,G-020-0180,13,4.1,0,SEQ_us7000cbr2,train
us7000cd8k,2020-11-11T03:54:14Z,2020,5.0,mww,10.0,41.6751,20.7949,G+040+0020,210,5.4,0,SEQ_us7000cd8k,development
nn00782942,2020-11-13T09:13:51Z,2020,5.3,ml,4.8,38.1693,-117.8533,G+030-0120,215,4.3,0,SEQ_nn00782942,train
us7000cet5,2020-11-14T02:56:55Z,2020,5.5,mww,12.04,30.3659,67.435,G+030+0060,21,8.2,1,SEQ_us7000cet5,train
us7000cfes,2020-11-15T22:37:43Z,2020,6.0,mww,43.0,8.7572,126.2914,G+000+0120,22,6.1,1,SEQ_us7000cfes,train
us6000cr45,2020-11-21T02:11:48Z,2020,5.5,mww,51.0,-30.9181,-71.4511,G-040-0080,32,6.4,1,SEQ_us6000cr45,train
us6000crcq,2020-11-22T00:54:56Z,2020,6.1,mww,22.0,-34.5978,-73.0596,G-040-0080,186,4.9,0,SEQ_us6000crcq,train
us6000crds,2020-11-22T03:53:08Z,2020,5.1,mww,10.0,36.6442,6.8625,G+030+0000,45,6.0,1,SEQ_us6000crds,train
us6000crfr,2020-11-22T10:05:53Z,2020,5.5,mww,33.0,36.5889,141.1105,G+030+0140,122,6.0,1,SEQ_us6000crfr,train
us6000crvb,2020-11-24T00:00:27Z,2020,5.2,mww,85.09,13.7662,145.6449,G+010+0140,40,4.3,0,SEQ_us6000crvb,train
us7000ckx5,2020-11-29T16:40:43Z,2020,5.8,mww,8.0,-23.2591,-65.0281,G-030-0070,11,4.2,0,SEQ_us7000ckx5,train
us7000clbs,2020-11-30T22:55:03Z,2020,6.3,mww,189.0,-24.3221,-67.0048,G-030-0070,19,5.0,0,SEQ_us7000clbs,train
us7000clnv,2020-12-01T16:22:39Z,2020,6.4,mww,23.0,52.7551,-168.2401,G+050-0170,11,8.2,1,SEQ_us7000clnv,development
nn00787105,2020-12-01T23:32:56Z,2020,5.1,ml,5.0,38.1637,-118.0837,G+030-0120,130,4.1,0,SEQ_nn00782942,train
us7000cmcg,2020-12-03T02:37:26Z,2020,5.2,mww,127.68,-31.9253,-67.141,G-040-0070,10,3.4,0,SEQ_us7000cmcg,development
us7000cnf1,2020-12-05T12:44:40Z,2020,5.3,mww,84.52,36.0719,31.8808,G+030+0030,186,6.1,1,SEQ_us7000cnf1,train
us7000cnnz,2020-12-06T16:47:42Z,2020,6.1,mww,105.0,-20.3947,-69.0609,G-030-0070,104,6.4,1,SEQ_us7000cnnz,train
us7000cnu3,2020-12-07T14:37:24Z,2020,5.4,mww,68.9,12.9771,124.5106,G+010+0120,24,4.8,0,SEQ_us7000cnu3,train
us7000cp39,2020-12-08T07:07:20Z,2020,5.0,mww,44.26,-32.0622,-71.5075,G-040-0080,33,4.3,0,SEQ_us7000cp39,train
us7000cp6z,2020-12-08T17:56:42Z,2020,5.4,mww,28.86,16.0067,-95.2266,G+010-0100,15,3.9,0,SEQ_us7000cp6z,train
us7000cpkf,2020-12-09T21:44:33Z,2020,5.4,mww,17.0,52.4198,106.7208,G+050+0100,34,5.3,0,SEQ_us7000cpkf,train
us7000cpqz,2020-12-10T13:19:58Z,2020,6.1,mww,71.0,24.7818,122.0243,G+020+0120,189,5.7,0,SEQ_us7000cpqz,train
us7000cqhy,2020-12-12T07:18:54Z,2020,5.5,mww,44.0,40.1213,142.0551,G+040+0140,15,5.3,0,SEQ_us7000cqhy,development
us7000cqyz,2020-12-14T15:20:49Z,2020,6.0,mww,114.0,-21.8063,-68.7079,G-030-0070,38,4.6,0,SEQ_us7000cqyz,train
us7000crdx,2020-12-15T23:21:57Z,2020,6.1,mww,14.0,5.1789,125.4212,G+000+0120,17,6.9,1,SEQ_us7000crdx,development
us7000crmx,2020-12-16T17:48:44Z,2020,5.6,mww,90.35,-16.5756,-71.4433,G-020-0080,44,5.5,0,SEQ_us7000crmx,train
us7000csqe,2020-12-20T17:23:22Z,2020,6.3,mww,35.0,40.8667,142.5814,G+040+0140,48,5.3,0,SEQ_us7000cqhy,development
us6000d29t,2020-12-23T18:11:47Z,2020,6.1,mww,11.0,6.2544,133.6362,G+000+0130,20,5.0,0,SEQ_us6000d29t,train
us6000d2ra,2020-12-24T23:43:41Z,2020,6.3,mww,109.0,13.82,120.6539,G+010+0120,283,6.4,1,SEQ_us6000d2ra,train
us6000d3dd,2020-12-27T06:37:32Z,2020,5.5,mww,9.0,38.4563,39.2302,G+030+0030,25,8.2,1,SEQ_us6000d3dd,train
us6000d3g3,2020-12-27T13:55:20Z,2020,5.1,mww,110.76,-19.079,-69.4161,G-020-0070,27,4.1,0,SEQ_us6000d3g3,development
us6000d3i9,2020-12-27T21:39:14Z,2020,6.7,mww,10.0,-39.3398,-74.9849,G-040-0080,177,4.8,0,SEQ_us6000d3i9,train
us6000d3xn,2020-12-29T07:10:29Z,2020,5.7,mww,10.0,43.389,-126.9951,G+040-0130,164,2.7,0,SEQ_us6000d3xn,train
us6000d3zh,2020-12-29T11:19:54Z,2020,6.4,mww,10.0,45.4244,16.2573,G+040+0010,1782,9.1,1,SEQ_us6000d3zh,development
us6000d45q,2020-12-30T00:35:27Z,2020,5.0,mww,43.47,36.4858,140.6097,G+030+0140,82,5.4,0,SEQ_us6000d45q,train
us6000d74p,2021-01-10T03:54:14Z,2021,6.1,mww,217.0,-24.0412,-66.5729,G-030-0070,15,5.9,0,SEQ_us6000d74p,development
us6000d7f5,2021-01-11T14:02:03Z,2021,5.1,mb,10.0,33.3042,75.5872,G+030+0070,27,6.1,1,SEQ_us6000d7f5,train
us6000d7ix,2021-01-11T21:32:59Z,2021,6.7,mww,10.0,51.2811,100.4383,G+050+0100,105,8.2,1,SEQ_us6000d7ix,train
us6000d7vr,2021-01-12T22:09:57Z,2021,5.2,mww,10.0,38.4129,22.0649,G+030+0020,23,5.3,0,SEQ_us6000d7vr,train
us7000d030,2021-01-14T18:28:18Z,2021,6.2,mww,18.0,-2.9717,118.8899,G-010+0110,16,8.6,1,SEQ_us7000d030,train
us7000d0bx,2021-01-15T13:38:19Z,2021,5.2,mww,359.74,33.867,137.213,G+030+0130,19,2.7,0,SEQ_us7000d0bx,train
us7000d0d0,2021-01-15T16:10:52Z,2021,5.8,mww,21.0,13.9469,-92.1506,G+010-0100,73,7.0,1,SEQ_us7000d0d0,train
us7000d0gn,2021-01-15T21:31:04Z,2021,5.5,mww,8.0,26.9417,55.1967,G+020+0050,41,4.9,0,SEQ_us7000d0gn,train
us7000d0k5,2021-01-16T03:53:36Z,2021,5.1,mww,58.84,-31.0388,-71.3822,G-040-0080,17,4.7,0,SEQ_us7000d0k5,train
us7000d0pq,2021-01-16T20:02:46Z,2021,5.5,mww,204.0,36.4494,70.6979,G+030+0070,37,4.9,0,SEQ_us7000d0pq,development
us7000d18q,2021-01-19T02:46:22Z,2021,6.4,mww,20.81,-31.8334,-68.7992,G-040-0070,566,6.4,1,SEQ_us7000d18q,train
us7000d1ut,2021-01-20T22:59:11Z,2021,5.5,mww,5.29,-15.0128,-75.523,G-020-0080,26,6.6,1,SEQ_us7000d1ut,train
us7000d20e,2021-01-21T12:23:04Z,2021,7.0,mww,80.0,4.9931,127.5145,G+000+0120,75,6.4,1,SEQ_us7000d20e,train
us7000d23a,2021-01-21T14:27:06Z,2021,5.0,mb,62.88,35.0489,33.7163,G+030+0030,126,4.6,0,SEQ_us7000d23a,train
us7000d2s4,2021-01-24T00:07:45Z,2021,5.7,mww,109.48,-33.3533,-70.1484,G-040-0080,283,5.2,0,SEQ_us7000d2s4,train
us7000d2yf,2021-01-24T19:12:34Z,2021,5.1,mww,10.0,-38.1499,176.4372,G-040+0170,23,6.3,1,SEQ_us7000d2yf,train
pr2021024007,2021-01-24T23:21:41Z,2021,5.4,ml,94.0,18.2516,-64.0708,G+010-0070,203,4.3,0,SEQ_pr2021024007,train
us7000d3l5,2021-01-27T05:06:53Z,2021,5.2,mww,115.63,42.7117,141.9609,G+040+0140,10,3.8,0,SEQ_us7000d3l5,train
us6000dcx1,2021-01-29T12:41:38Z,2021,5.7,mww,8.0,8.2045,-82.95,G+000-0090,16,6.6,1,SEQ_us6000dcx1,development
us6000dd81,2021-01-30T13:24:59Z,2021,5.2,mww,58.5,-19.9589,-70.3542,G-020-0080,54,4.6,0,SEQ_us6000dd81,development
us6000ddge,2021-01-31T19:05:14Z,2021,5.5,mww,5.21,2.6675,-59.5879,G+000-0060,38,5.2,0,SEQ_us6000ddge,train
us6000ddle,2021-02-01T08:35:18Z,2021,5.2,mww,10.0,39.0217,26.0784,G+030+0020,20,3.8,0,SEQ_us6000ddle,development
us6000de34,2021-02-03T05:23:43Z,2021,6.7,mww,10.0,-36.2797,-97.8,G-040-0100,13,3.8,0,SEQ_us6000de34,train
us6000detl,2021-02-05T15:36:11Z,2021,5.2,mww,12.83,40.5023,45.3486,G+040+0040,31,6.6,1,SEQ_us6000detl,development
us6000df68,2021-02-06T17:36:02Z,2021,5.4,mww,110.16,24.696,122.6275,G+020+0120,15,3.1,0,SEQ_us6000df68,train
us6000df9r,2021-02-07T04:22:56Z,2021,6.0,mww,16.0,6.7693,125.1011,G+000+0120,77,7.2,1,SEQ_us6000df9r,train
us6000dfad,2021-02-07T05:45:51Z,2021,6.3,mww,10.0,-3.3226,146.1444,G-010+0140,15,6.8,1,SEQ_us6000dfad,train
us6000dfmm,2021-02-08T16:58:03Z,2021,5.2,mww,29.76,24.4058,122.0654,G+020+0120,29,5.6,0,SEQ_us6000df68,train
us6000dg5d,2021-02-10T08:47:37Z,2021,5.0,mb,86.91,13.0099,-88.7296,G+010-0090,20,5.4,0,SEQ_us6000dg5d,development
us6000dgd0,2021-02-10T20:18:29Z,2021,5.1,mwr,51.11,-31.753,-71.2806,G-040-0080,62,4.8,0,SEQ_us7000d0k5,train
us6000dh48,2021-02-12T17:01:35Z,2021,5.9,mww,98.0,38.1357,73.5448,G+030+0070,454,7.8,1,SEQ_us6000dh48,train
us6000dhav,2021-02-13T05:18:32Z,2021,5.3,mww,69.06,-4.1517,-80.2554,G-010-0090,14,3.1,0,SEQ_us6000dhav,development
us6000dher,2021-02-13T14:07:49Z,2021,7.1,mww,43.98,37.7265,141.7751,G+030+0140,673,9.1,1,SEQ_us6000dher,train
us6000dhgh,2021-02-13T18:49:41Z,2021,5.0,mwr,26.1,-20.4858,-70.5959,G-030-0080,43,4.6,0,SEQ_us6000dd81,development
us6000dhxn,2021-02-16T00:49:25Z,2021,6.2,mww,13.0,-17.8292,167.5413,G-020+0160,86,5.7,0,SEQ_us6000dhxn,train
us6000diae,2021-02-17T03:36:07Z,2021,5.5,mww,5.29,38.4057,22.019,G+030+0020,19,8.3,1,SEQ_us6000diae,development
us6000dimv,2021-02-18T10:51:30Z,2021,5.2,mb,99.92,-3.9543,-78.8053,G-010-0080,15,5.4,0,SEQ_us6000dimv,train
us6000dkb5,2021-02-23T04:07:28Z,2021,5.1,mwr,31.96,-47.3594,165.7473,G-050+0160,16,3.4,0,SEQ_us6000dkb5,train
us6000dkmk,2021-02-24T10:05:59Z,2021,5.6,mww,10.0,63.949,-22.2851,G+060-0030,52,8.1,1,SEQ_us6000dkmk,train
us7000ddg5,2021-02-24T23:37:25Z,2021,5.1,mb,134.78,13.8107,144.7841,G+010+0140,22,2.8,0,SEQ_us7000ddg5,train
us7000de48,2021-02-27T08:07:46Z,2021,5.2,mww,10.0,64.044,-22.1455,G+060-0030,23,4.8,0,SEQ_us6000dkmk,train
ak0212o88mof,2021-02-27T18:59:25Z,2021,5.3,mww,46.0,61.319,-149.9334,G+060-0150,2970,5.4,0,SEQ_ak0212o88mof,train
us7000defm,2021-02-28T23:37:15Z,2021,5.9,mww,11.0,-17.7234,167.496,G-020+0160,12,4.2,0,SEQ_us6000dhxn,train
us7000deqh,2021-03-01T22:57:40Z,2021,5.1,mww,10.0,6.2035,-76.254,G+000-0080,58,5.6,0,SEQ_us7000deqh,train
us7000df40,2021-03-03T10:16:09Z,2021,6.3,mww,8.0,39.7546,22.1757,G+030+0020,137,9.1,1,SEQ_us7000df40,train
us7000dffl,2021-03-04T13:27:34Z,2021,7.3,mww,10.0,-37.4787,179.4576,G-040+0170,154,7.3,1,SEQ_us7000dffl,train
